node #3: {'weights': [-4.05126476927141, -8.073243786309067, -3.3771284713899195, 5.811092202164894, -3.1082417785217054, 12.375953594494241, 2.2354779201314074, -5.381157400441647, 0.011372550814177563, 0.4420651144329593], 'output': 0.005725868161296938, 'delta': -3.259784037089613e-05}
node #4: {'weights': [0.12471747771645793, 9.785076332914075, 2.871982019270712, 4.184668283612459, 5.6744078945595104, -0.9658653440599608, 8.438548251689275, -8.549499591612214, -3.0921072153472897, -9.888800772261437], 'output': 0.03368378133199722, 'delta': -0.0010963796033693937}
node #5: {'weights': [0.6615323087201538, 6.374947452194061, -0.4264805591770285, 7.986968871722985, -3.7486189392337197, -3.4937693716152043, -2.866222773807044, 8.935953925025759, -0.4399465154276443, 1.145006929135067], 'output': 0.00039775444268953797, 'delta': -1.581456685070641e-07}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.500, error: 230.26037553
epoch: 100, lrate: 0.500, error: 158.88972730
epoch: 200, lrate: 0.500, error: 153.36660903
epoch: 300, lrate: 0.500, error: 151.19117094
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [1.3330266307850211, 0.761074129851337, 4.672206111526675, -2.788649483896145, 3.7755073333175115, 0.21284763962576733, 3.5668262616491533, 3.2393527759385137, -0.4039754550540511, 0.9490165302970244], 'output': 0.22790558206374012, 'delta': 0.13586130682296516}, {'weights': [2.433052717181428, -1.1482772289518988, 2.069381827405025, 4.570138041622174, 0.9035641896124844, -0.4712505719851292, 0.6828142996696897, -6.185509003481965, 0.7650913301152091, -4.3277469526139445], 'output': 0.6402248435319889, 'delta': -0.1474674654672262}, {'weights': [-2.402540132434759, 2.579763278082639, 2.832600556680807, -0.8884369094389694, 0.03380482646524444, -1.5288580839301136, 3.1726113352451915, 1.1230317639403224, 0.5357408873309029, -3.2828798273425384], 'output': 0.049371901915935434, 'delta': -0.002317236506135971}, {'weights': [-1.2042067746523646, -7.165956331451305, -1.770852803434904, 6.06321396790083, -0.8705274358496936, 8.717703596524126, 1.7194317577436622, -3.0107354859461255, 0.16838758424207473, 0.8931166580863242], 'output': 0.010017850044377271, 'delta': -9.935195493390653e-05}, {'weights': [0.23712050553985337, 7.6324069084132935, 1.4399483851283483, 2.472776217745651, 3.7571013090193177, 0.4533537930963601, 5.390586355381454, -6.021673045782248, -2.479945138800605, -6.935624451271001], 'output': 0.0417811088390287, 'delta': -0.0016727254012495446}, {'weights': [1.154090201451564, 5.137386686988217, -0.5188294020690634, 6.865340067902707, -2.9793562183019024, -3.0911395707997675, -2.946874604098945, 7.738637146230011, -0.5666263273989808, 0.8665100059869305], 'output': 0.0012760668327445807, 'delta': -1.626268682591275e-06}]
node #0: {'weights': [1.3330266307850211, 0.761074129851337, 4.672206111526675, -2.788649483896145, 3.7755073333175115, 0.21284763962576733, 3.5668262616491533, 3.2393527759385137, -0.4039754550540511, 0.9490165302970244], 'output': 0.22790558206374012, 'delta': 0.13586130682296516}
node #1: {'weights': [2.433052717181428, -1.1482772289518988, 2.069381827405025, 4.570138041622174, 0.9035641896124844, -0.4712505719851292, 0.6828142996696897, -6.185509003481965, 0.7650913301152091, -4.3277469526139445], 'output': 0.6402248435319889, 'delta': -0.1474674654672262}
node #2: {'weights': [-2.402540132434759, 2.579763278082639, 2.832600556680807, -0.8884369094389694, 0.03380482646524444, -1.5288580839301136, 3.1726113352451915, 1.1230317639403224, 0.5357408873309029, -3.2828798273425384], 'output': 0.049371901915935434, 'delta': -0.002317236506135971}
node #3: {'weights': [-1.2042067746523646, -7.165956331451305, -1.770852803434904, 6.06321396790083, -0.8705274358496936, 8.717703596524126, 1.7194317577436622, -3.0107354859461255, 0.16838758424207473, 0.8931166580863242], 'output': 0.010017850044377271, 'delta': -9.935195493390653e-05}
node #4: {'weights': [0.23712050553985337, 7.6324069084132935, 1.4399483851283483, 2.472776217745651, 3.7571013090193177, 0.4533537930963601, 5.390586355381454, -6.021673045782248, -2.479945138800605, -6.935624451271001], 'output': 0.0417811088390287, 'delta': -0.0016727254012495446}
node #5: {'weights': [1.154090201451564, 5.137386686988217, -0.5188294020690634, 6.865340067902707, -2.9793562183019024, -3.0911395707997675, -2.946874604098945, 7.738637146230011, -0.5666263273989808, 0.8665100059869305], 'output': 0.0012760668327445807, 'delta': -1.626268682591275e-06}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 500, n_hidden: []
epoch: 0, lrate: 0.100, error: 261.89773821
epoch: 100, lrate: 0.100, error: 174.84684635
epoch: 200, lrate: 0.100, error: 166.40223222
epoch: 300, lrate: 0.100, error: 162.30388107
epoch: 400, lrate: 0.100, error: 159.30414971
epoch: 500, lrate: 0.100, error: 157.16908525
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [1.3553875008400167, 0.008577197070727304, 3.47712487901005, -3.048418294278125, 2.6739858118522504, 0.9862784904147743, 1.6883355023608122, 1.4969087346528993, -0.5346464719568573, -0.38388801586209403], 'output': 0.34383006534338384, 'delta': 0.148039123309706}, {'weights': [1.7034622168133484, -0.887549137031814, 1.7707994015607036, 3.499083763485308, 1.0094752671397147, 0.08229111741284352, 1.312102813908823, -3.5903245221972813, 0.6974867544170121, -1.8282307030550429], 'output': 0.48382083953547583, 'delta': -0.12082856240891474}, {'weights': [-0.5772983678623522, 2.5094971129710935, 2.2736348889270452, -1.4665932257068945, 0.24332112512866272, -0.21507867729835609, 1.5038360397941473, 0.8873296918580793, 0.849522198199558, -1.9495059514122193], 'output': 0.05296097996310849, 'delta': -0.0026563169784755126}, {'weights': [0.04408540051364765, -3.68611556580529, -0.4567341272354242, 3.5123698124781892, -0.11008997992871183, 4.633886322963837, 2.1408095931562032, -0.1258513339666957, -2.7861276801110866, -0.9711118905204391], 'output': 0.04094527162467567, 'delta': -0.0016078698953701602}, {'weights': [0.35565064238160543, 4.93083243423254, -0.03127452204035138, 0.3083408013013397, 1.6215377181479291, 1.1461097574659622, 2.2266290061448553, -2.4563170191443224, -0.9970258852241399, -3.2795639127029133], 'output': 0.038089159985511246, 'delta': -0.001395524960392515}, {'weights': [0.805957355698936, 3.420259892531085, -0.39695972917653893, 4.777651224775305, -1.49757003478975, -2.06828530021317, -1.6541676309894864, 5.769061872806097, -0.7201500808481542, 0.861374035982793], 'output': 0.009433634120835461, 'delta': -8.815392105362606e-05}]
node #0: {'weights': [1.3553875008400167, 0.008577197070727304, 3.47712487901005, -3.048418294278125, 2.6739858118522504, 0.9862784904147743, 1.6883355023608122, 1.4969087346528993, -0.5346464719568573, -0.38388801586209403], 'output': 0.34383006534338384, 'delta': 0.148039123309706}
node #1: {'weights': [1.7034622168133484, -0.887549137031814, 1.7707994015607036, 3.499083763485308, 1.0094752671397147, 0.08229111741284352, 1.312102813908823, -3.5903245221972813, 0.6974867544170121, -1.8282307030550429], 'output': 0.48382083953547583, 'delta': -0.12082856240891474}
node #2: {'weights': [-0.5772983678623522, 2.5094971129710935, 2.2736348889270452, -1.4665932257068945, 0.24332112512866272, -0.21507867729835609, 1.5038360397941473, 0.8873296918580793, 0.849522198199558, -1.9495059514122193], 'output': 0.05296097996310849, 'delta': -0.0026563169784755126}
node #3: {'weights': [0.04408540051364765, -3.68611556580529, -0.4567341272354242, 3.5123698124781892, -0.11008997992871183, 4.633886322963837, 2.1408095931562032, -0.1258513339666957, -2.7861276801110866, -0.9711118905204391], 'output': 0.04094527162467567, 'delta': -0.0016078698953701602}
node #4: {'weights': [0.35565064238160543, 4.93083243423254, -0.03127452204035138, 0.3083408013013397, 1.6215377181479291, 1.1461097574659622, 2.2266290061448553, -2.4563170191443224, -0.9970258852241399, -3.2795639127029133], 'output': 0.038089159985511246, 'delta': -0.001395524960392515}
node #5: {'weights': [0.805957355698936, 3.420259892531085, -0.39695972917653893, 4.777651224775305, -1.49757003478975, -2.06828530021317, -1.6541676309894864, 5.769061872806097, -0.7201500808481542, 0.861374035982793], 'output': 0.009433634120835461, 'delta': -8.815392105362606e-05}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 300, n_hidden: []
epoch: 0, lrate: 0.100, error: 247.71789716
epoch: 100, lrate: 0.100, error: 169.22006564
epoch: 200, lrate: 0.100, error: 162.02228920
epoch: 300, lrate: 0.100, error: 158.57920763
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [1.6246652567725453, 0.08330514544692301, 3.3310246090395697, -2.8409069310923325, 2.5919320133269594, 1.1891458555023018, 1.440733510470377, 1.1642444902499132, -0.5365631995428359, -0.3574697516849216], 'output': 0.3516269533050734, 'delta': 0.14781961369588917}, {'weights': [1.483348855051945, -0.7203114244440799, 1.743375794871489, 3.0859475496054234, 1.1481294154022226, 0.4134900742457126, 1.6413098729658353, -2.7392736340672927, 0.6771851451098505, -0.7766522199388127], 'output': 0.47475298612657885, 'delta': -0.1183856334191558}, {'weights': [-0.42231713551340555, 2.152006370425766, 2.0497124045256268, -1.1061343977093847, -0.06710508832981274, 0.38230490892597147, 1.5925984084815639, 0.6751783727069656, 0.752707443401591, -1.378147279599571], 'output': 0.06102357602633532, 'delta': -0.003496632550130131}, {'weights': [-0.34346338957720024, -0.4204394442045654, 0.08623641541484448, 2.918402573722101, -1.3128903531971186, 2.467422151580254, 0.21735938107113517, 0.7301911884563336, 2.0637611259165904, 0.36821049087493357], 'output': 0.005922223952031843, 'delta': -3.48650279376309e-05}, {'weights': [0.33267462102797357, 4.050720962930066, -0.21260967257973046, -0.14564392957320235, 1.4444430891082707, 1.1987148623637327, 1.7893900884521525, -1.480368341223454, -0.534345067685626, -2.2650173698603884], 'output': 0.03791469823868207, 'delta': -0.0013830210408725242}, {'weights': [0.2996130981464925, 2.495034085660104, -0.517068402564577, 3.8461260873444614, -0.726979740429756, -1.7129394230865813, -1.1941956418206983, 5.137526618979975, -0.6485290334815162, 0.7726070429859806], 'output': 0.01780497613722293, 'delta': -0.00031137269200671395}]
node #0: {'weights': [1.6246652567725453, 0.08330514544692301, 3.3310246090395697, -2.8409069310923325, 2.5919320133269594, 1.1891458555023018, 1.440733510470377, 1.1642444902499132, -0.5365631995428359, -0.3574697516849216], 'output': 0.3516269533050734, 'delta': 0.14781961369588917}
node #1: {'weights': [1.483348855051945, -0.7203114244440799, 1.743375794871489, 3.0859475496054234, 1.1481294154022226, 0.4134900742457126, 1.6413098729658353, -2.7392736340672927, 0.6771851451098505, -0.7766522199388127], 'output': 0.47475298612657885, 'delta': -0.1183856334191558}
node #2: {'weights': [-0.42231713551340555, 2.152006370425766, 2.0497124045256268, -1.1061343977093847, -0.06710508832981274, 0.38230490892597147, 1.5925984084815639, 0.6751783727069656, 0.752707443401591, -1.378147279599571], 'output': 0.06102357602633532, 'delta': -0.003496632550130131}
node #3: {'weights': [-0.34346338957720024, -0.4204394442045654, 0.08623641541484448, 2.918402573722101, -1.3128903531971186, 2.467422151580254, 0.21735938107113517, 0.7301911884563336, 2.0637611259165904, 0.36821049087493357], 'output': 0.005922223952031843, 'delta': -3.48650279376309e-05}
node #4: {'weights': [0.33267462102797357, 4.050720962930066, -0.21260967257973046, -0.14564392957320235, 1.4444430891082707, 1.1987148623637327, 1.7893900884521525, -1.480368341223454, -0.534345067685626, -2.2650173698603884], 'output': 0.03791469823868207, 'delta': -0.0013830210408725242}
node #5: {'weights': [0.2996130981464925, 2.495034085660104, -0.517068402564577, 3.8461260873444614, -0.726979740429756, -1.7129394230865813, -1.1941956418206983, 5.137526618979975, -0.6485290334815162, 0.7726070429859806], 'output': 0.01780497613722293, 'delta': -0.00031137269200671395}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
The tuned model looks like: l_rate: 0.5; n_epoch: 500, n_hidden: []
The model has a loss of 31.818181818181817
epoch: 0, lrate: 0.500, error: 236.08834301
epoch: 100, lrate: 0.500, error: 158.85120933
epoch: 200, lrate: 0.500, error: 153.32232341
epoch: 300, lrate: 0.500, error: 151.12309920
epoch: 400, lrate: 0.500, error: 149.68024627
epoch: 500, lrate: 0.500, error: 148.43301923
the trained network:
there are a total of 0 hidden layers
there are 9 inputs
there are 6 nodes in the output layer
output layer: [{'weights': [0.6128270039039038, 1.3985424099634838, 5.284223592242085, -2.582789311947964, 4.207134451925085, 0.6071870817575908, 5.329356663378154, 3.8845759030917963, -0.35563776709733724, 2.261808482401469], 'output': 0.21670357404661256, 'delta': 0.13295919100855066}, {'weights': [2.4887589225734406, -1.4591924298252157, 1.6739412098287114, 4.368600606678146, 0.5581680711398644, -0.9855526404042686, -0.2137142556857496, -7.525574825792139, 0.7816451899605331, -6.367171918611994], 'output': 0.6386611952580787, 'delta': -0.14738580659059872}, {'weights': [-4.158408886276548, 2.094790778263753, 3.160528337662452, -0.5903948056356537, 0.14769460475289392, -2.7362415819580073, 4.98872552865689, 1.3273156071471865, -0.2619527863686555, -4.685058305499672], 'output': 0.06520584779644087, 'delta': -0.003974560194513787}, {'weights': [-3.7375707739981876, -7.827698324454228, -3.190656894130115, 5.966605524179305, -2.7758113535554965, 12.54784610805129, 2.411120045757435, -5.2305542318055895, 0.0021052684206432546, 0.9611505645803701], 'output': 0.005902771264492896, 'delta': -3.463704006181643e-05}, {'weights': [0.16117089751194463, 9.690034465201357, 2.8028933769677105, 4.12517523241827, 5.602039077110715, -0.9486928590482725, 8.263060464920189, -8.518333209589214, -3.0851891178104083, -9.889832642939306], 'output': 0.034118195135595435, 'delta': -0.0011243359119799384}, {'weights': [0.7170426945757683, 6.223534431255325, -0.57356121441163, 7.898904303304292, -3.908432365015322, -3.6866815404132884, -3.2724879784993095, 8.846681627437352, -0.4483341249751899, 0.73844964972716], 'output': 0.00039265133736860944, 'delta': -1.5411453568885831e-07}]
node #0: {'weights': [0.6128270039039038, 1.3985424099634838, 5.284223592242085, -2.582789311947964, 4.207134451925085, 0.6071870817575908, 5.329356663378154, 3.8845759030917963, -0.35563776709733724, 2.261808482401469], 'output': 0.21670357404661256, 'delta': 0.13295919100855066}
