output layer: [{'weights': [-5.858789135464572, -0.6312769361217804, 0.6157864813616164, -7.582498128075486, -0.16488117084417706, -3.3503865185265242, -8.674054744467888, -0.08452502553915311, -5.8446412091739814, -0.4910404483685995], 'output': 0.1563184455664453, 'delta': 0.11126724528278058}, {'weights': [5.923859363217993, -0.3432282531319667, -0.021179338507437754, -6.732011671725074, 0.06332276645249492, -1.259319854654833, -9.482310981536148, -0.18239058474551414, -3.934891594966331, -2.2430129752706582], 'output': 0.09978447673027949, 'delta': -0.008963393569354484}, {'weights': [-1.8772632793306434, -0.6302555340682267, -0.14490420524504433, 6.304115881806005, -0.6831701379229336, -1.252329367386497, -6.281031507862739, -0.4365828665103857, -2.426066526906377, -2.12517131809838], 'output': 0.11403564710381146, 'delta': -0.01152119456647145}, {'weights': [6.660929415776316, -1.020916538978636, -1.0170311340245182, 4.52368953320096, -1.0248303878710283, -3.2031966680831117, 9.08307898181857, -1.0100916854492192, -6.794152292132764, -11.730878963699407], 'output': 7.300723644298032e-06, 'delta': -5.3300176597711855e-11}, {'weights': [-1.38256384632347, -0.5006480435193743, -0.929730099466067, -0.978042738449817, -0.6973418896614587, -0.4940078565794131, -9.158446233177386, -1.1594241390489548, 6.655502237873697, -3.7645067921550255], 'output': 0.024254247421641065, 'delta': -0.0005740005078044864}, {'weights': [-7.717464820385983, -0.8925312069173424, -1.3562222672265536, -7.749665758917458, -1.4824893497662988, 2.3738361758864213, 10.377665876031708, -0.07074296499160311, 3.339376006474742, -6.820635639336443], 'output': 0.0011154584831995454, 'delta': -1.2428597211702652e-06}]
node #0: {'weights': [-5.858789135464572, -0.6312769361217804, 0.6157864813616164, -7.582498128075486, -0.16488117084417706, -3.3503865185265242, -8.674054744467888, -0.08452502553915311, -5.8446412091739814, -0.4910404483685995], 'output': 0.1563184455664453, 'delta': 0.11126724528278058}
node #1: {'weights': [5.923859363217993, -0.3432282531319667, -0.021179338507437754, -6.732011671725074, 0.06332276645249492, -1.259319854654833, -9.482310981536148, -0.18239058474551414, -3.934891594966331, -2.2430129752706582], 'output': 0.09978447673027949, 'delta': -0.008963393569354484}
node #2: {'weights': [-1.8772632793306434, -0.6302555340682267, -0.14490420524504433, 6.304115881806005, -0.6831701379229336, -1.252329367386497, -6.281031507862739, -0.4365828665103857, -2.426066526906377, -2.12517131809838], 'output': 0.11403564710381146, 'delta': -0.01152119456647145}
node #3: {'weights': [6.660929415776316, -1.020916538978636, -1.0170311340245182, 4.52368953320096, -1.0248303878710283, -3.2031966680831117, 9.08307898181857, -1.0100916854492192, -6.794152292132764, -11.730878963699407], 'output': 7.300723644298032e-06, 'delta': -5.3300176597711855e-11}
node #4: {'weights': [-1.38256384632347, -0.5006480435193743, -0.929730099466067, -0.978042738449817, -0.6973418896614587, -0.4940078565794131, -9.158446233177386, -1.1594241390489548, 6.655502237873697, -3.7645067921550255], 'output': 0.024254247421641065, 'delta': -0.0005740005078044864}
node #5: {'weights': [-7.717464820385983, -0.8925312069173424, -1.3562222672265536, -7.749665758917458, -1.4824893497662988, 2.3738361758864213, 10.377665876031708, -0.07074296499160311, 3.339376006474742, -6.820635639336443], 'output': 0.0011154584831995454, 'delta': -1.2428597211702652e-06}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 1.0; actual: 3.0
predicted: 1.0; actual: 3.0
predicted: 1.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 6.0; actual: 7.0
l_rate: 0.5; n_epoch: 500, n_hidden: [5, 5]
epoch: 0, lrate: 0.500, error: 305.33432389
epoch: 100, lrate: 0.500, error: 160.32123241
epoch: 200, lrate: 0.500, error: 132.93582916
epoch: 300, lrate: 0.500, error: 110.52380142
epoch: 400, lrate: 0.500, error: 88.96498506
epoch: 500, lrate: 0.500, error: 78.46591700
the trained network:
there are a total of 2 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 5 nodes in the 2nd hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [2.597604504014156, -3.5563354225514616, -0.5266937815179595, -7.1746631965239125, 0.6954001250392876, -2.440023731672428, 1.023950542104004, -0.34094446303268977, 11.697765228234926, 2.8963231402193617], 'output': 0.9760495797589939, 'delta': -0.02991105822598544}, {'weights': [-1.420981901408553, -13.907525412880686, -0.12918947903826308, 1.7456979946142372, 1.2515915228679002, 0.808842665773983, 3.1258123832287996, 1.1983945919685894, 3.4862173845911166, 2.9398295097258367], 'output': 0.9741916459817289, 'delta': 0.005581078308351327}, {'weights': [4.145164904800529, -1.5624900043104066, -3.476988787365186, -14.213209235166339, 11.9641434846679, -3.0608999911266803, 12.852903581529167, -5.041506391694065, 1.1628482929409232, -3.3070342735816767], 'output': 0.9363466968368428, 'delta': 0.08461375667157875}, {'weights': [0.0005286400544770448, 2.99884254709648, 14.92180385785406, -2.703278883565492, -3.0632052683640234, 7.312115021187216, 2.101275727752068, -6.477151489668173, -1.2045945337331752, -5.641910332838846], 'output': 0.8853163398704568, 'delta': 0.13565010388174853}, {'weights': [-6.221642111004282, -11.453093857085484, 11.31879093188583, 8.801790600030978, -6.608389596969197, 10.920930478005037, 3.072181973461397, -4.991370439017014, -3.7268592551996798, -6.599681178271469], 'output': 0.14547038549437236, 'delta': -0.1749955655657178}]
node #0: {'weights': [2.597604504014156, -3.5563354225514616, -0.5266937815179595, -7.1746631965239125, 0.6954001250392876, -2.440023731672428, 1.023950542104004, -0.34094446303268977, 11.697765228234926, 2.8963231402193617], 'output': 0.9760495797589939, 'delta': -0.02991105822598544}
node #1: {'weights': [-1.420981901408553, -13.907525412880686, -0.12918947903826308, 1.7456979946142372, 1.2515915228679002, 0.808842665773983, 3.1258123832287996, 1.1983945919685894, 3.4862173845911166, 2.9398295097258367], 'output': 0.9741916459817289, 'delta': 0.005581078308351327}
node #2: {'weights': [4.145164904800529, -1.5624900043104066, -3.476988787365186, -14.213209235166339, 11.9641434846679, -3.0608999911266803, 12.852903581529167, -5.041506391694065, 1.1628482929409232, -3.3070342735816767], 'output': 0.9363466968368428, 'delta': 0.08461375667157875}
node #3: {'weights': [0.0005286400544770448, 2.99884254709648, 14.92180385785406, -2.703278883565492, -3.0632052683640234, 7.312115021187216, 2.101275727752068, -6.477151489668173, -1.2045945337331752, -5.641910332838846], 'output': 0.8853163398704568, 'delta': 0.13565010388174853}
node #4: {'weights': [-6.221642111004282, -11.453093857085484, 11.31879093188583, 8.801790600030978, -6.608389596969197, 10.920930478005037, 3.072181973461397, -4.991370439017014, -3.7268592551996798, -6.599681178271469], 'output': 0.14547038549437236, 'delta': -0.1749955655657178}
layer 1: [{'weights': [6.1284677988593845, 8.194969806892235, 4.527654617348837, 3.6325894894450976, 8.280109273637075, -8.36528567876752], 'output': 0.9999993587409837, 'delta': -8.328227625865626e-07}, {'weights': [2.6323637704784724, 0.4097050637034003, 3.3139000489644777, 10.745831836924976, 2.222476598850668, -5.153857644005181], 'output': 0.9999786468323781, 'delta': 1.154231213123904e-05}, {'weights': [-1.6088238397469214, 3.770669198082644, 8.073705579055646, 4.970787940307295, -2.0151842757611704, -10.770218278615507], 'output': 0.9467769761173304, 'delta': 0.05307377773257857}, {'weights': [0.7592723363712521, 1.9442549202457884, -10.815155740763934, -5.790796195304321, -1.0097831332869192, 2.4609804718208776], 'output': 3.3490843859407433e-05, 'delta': 1.5016086195482604e-05}, {'weights': [-6.853520221459864, 0.218689490961253, 5.853578076512942, 6.319336386532337, -7.551900031267224, -3.7612579893969684], 'output': 0.3419530551246681, 'delta': 0.17193612395805183}]
node #0: {'weights': [6.1284677988593845, 8.194969806892235, 4.527654617348837, 3.6325894894450976, 8.280109273637075, -8.36528567876752], 'output': 0.9999993587409837, 'delta': -8.328227625865626e-07}
node #1: {'weights': [2.6323637704784724, 0.4097050637034003, 3.3139000489644777, 10.745831836924976, 2.222476598850668, -5.153857644005181], 'output': 0.9999786468323781, 'delta': 1.154231213123904e-05}
node #2: {'weights': [-1.6088238397469214, 3.770669198082644, 8.073705579055646, 4.970787940307295, -2.0151842757611704, -10.770218278615507], 'output': 0.9467769761173304, 'delta': 0.05307377773257857}
node #3: {'weights': [0.7592723363712521, 1.9442549202457884, -10.815155740763934, -5.790796195304321, -1.0097831332869192, 2.4609804718208776], 'output': 3.3490843859407433e-05, 'delta': 1.5016086195482604e-05}
node #4: {'weights': [-6.853520221459864, 0.218689490961253, 5.853578076512942, 6.319336386532337, -7.551900031267224, -3.7612579893969684], 'output': 0.3419530551246681, 'delta': 0.17193612395805183}
output layer: [{'weights': [-4.820724531985688, 5.390354955497897, 3.6047859756613163, -2.679449649392262, 2.802687457634346, -5.637266981490205], 'output': 0.2717572741176404, 'delta': 0.14412306461193466}, {'weights': [5.671059358329184, 1.6908890061330946, -5.300048497914772, -7.480270033507237, -3.4653734405245387, -1.6343781650008287], 'output': 0.4350966378968943, 'delta': -0.10694133820291671}, {'weights': [-1.2789542418305773, 2.6759836904387044, 1.2017785360010793, -2.349695515772229, 0.3314836235457611, -4.577323579706192], 'output': 0.13014271435593672, 'delta': -0.014732882535897144}, {'weights': [8.818149492997403, -11.143961420948594, 1.4501893040293599, 1.3917422431228066, 0.5654651455504306, -4.865849041844966], 'output': 0.0035936460666796365, 'delta': -1.286788265772338e-05}, {'weights': [-7.086930297770767, -7.22493473802857, 0.113485231157381, -7.8689179771909705, 2.074964205930451, 3.364088559377112], 'output': 3.9828195547557766e-05, 'delta': -1.5862219816989308e-09}, {'weights': [-8.280872798270945, -3.2566386248189425, -1.6086619370737645, 6.949857544766249, -4.5395009151855055, -1.8626084103764182], 'output': 6.997326557687444e-08, 'delta': -4.8962575528846474e-15}]
node #0: {'weights': [-4.820724531985688, 5.390354955497897, 3.6047859756613163, -2.679449649392262, 2.802687457634346, -5.637266981490205], 'output': 0.2717572741176404, 'delta': 0.14412306461193466}
node #1: {'weights': [5.671059358329184, 1.6908890061330946, -5.300048497914772, -7.480270033507237, -3.4653734405245387, -1.6343781650008287], 'output': 0.4350966378968943, 'delta': -0.10694133820291671}
node #2: {'weights': [-1.2789542418305773, 2.6759836904387044, 1.2017785360010793, -2.349695515772229, 0.3314836235457611, -4.577323579706192], 'output': 0.13014271435593672, 'delta': -0.014732882535897144}
node #3: {'weights': [8.818149492997403, -11.143961420948594, 1.4501893040293599, 1.3917422431228066, 0.5654651455504306, -4.865849041844966], 'output': 0.0035936460666796365, 'delta': -1.286788265772338e-05}
node #4: {'weights': [-7.086930297770767, -7.22493473802857, 0.113485231157381, -7.8689179771909705, 2.074964205930451, 3.364088559377112], 'output': 3.9828195547557766e-05, 'delta': -1.5862219816989308e-09}
node #5: {'weights': [-8.280872798270945, -3.2566386248189425, -1.6086619370737645, 6.949857544766249, -4.5395009151855055, -1.8626084103764182], 'output': 6.997326557687444e-08, 'delta': -4.8962575528846474e-15}
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 6.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.5; n_epoch: 500, n_hidden: [5, 9]
epoch: 0, lrate: 0.500, error: 322.94794946
epoch: 100, lrate: 0.500, error: 153.87649937
epoch: 200, lrate: 0.500, error: 117.03967321
epoch: 300, lrate: 0.500, error: 95.55385186
epoch: 400, lrate: 0.500, error: 84.87304458
epoch: 500, lrate: 0.500, error: 82.27227151
the trained network:
there are a total of 2 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 9 nodes in the 2nd hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [4.459333713141212, 0.14222399379955927, -1.7287433709317286, -2.969439397773827, 0.2183577590177668, -1.8146044471218985, 2.365944853231097, 0.5006738542653573, 6.253979458876741, 1.3383520811993082], 'output': 0.06548974474103886, 'delta': -6.505935653997205e-05}, {'weights': [-1.5655217438096545, 13.168982513147284, -0.31330161340733576, 3.7246238427702494, -6.484834053766905, -3.599831488791763, -0.3934715539208302, 7.7467378802959725, -8.553673560828921, -1.140872186104119], 'output': 4.792412962967211e-05, 'delta': 2.707834156233756e-07}, {'weights': [-1.7545923732153739, 3.842230480509834, 13.163859515425916, 2.7048944001059803, 1.0700275191292665, 2.80994355426055, 1.2763624405343308, -8.154032893882386, 1.1837933006221146, -6.009320533401301], 'output': 0.9941620563303502, 'delta': 4.392056783101866e-05}, {'weights': [0.9855382616521728, -8.426862094430254, 0.24356492802154026, 2.6335030180762606, -1.1111325327032655, 5.160396697557424, 0.9986854776759352, -0.6839655492403537, 0.45116334192296975, 3.118548682913606], 'output': 0.6012185850487317, 'delta': -0.0013441603244526174}, {'weights': [-7.779590190897665, 0.7671981328785907, 7.107891120643473, 21.53378506844026, -14.684332992369304, 1.8997871828581487, -15.352248728796464, 9.88009803469403, -1.2667114497984537, 5.010664278655716], 'output': 0.036609546986411556, 'delta': -0.0002834771817081392}]
node #0: {'weights': [4.459333713141212, 0.14222399379955927, -1.7287433709317286, -2.969439397773827, 0.2183577590177668, -1.8146044471218985, 2.365944853231097, 0.5006738542653573, 6.253979458876741, 1.3383520811993082], 'output': 0.06548974474103886, 'delta': -6.505935653997205e-05}
node #1: {'weights': [-1.5655217438096545, 13.168982513147284, -0.31330161340733576, 3.7246238427702494, -6.484834053766905, -3.599831488791763, -0.3934715539208302, 7.7467378802959725, -8.553673560828921, -1.140872186104119], 'output': 4.792412962967211e-05, 'delta': 2.707834156233756e-07}
node #2: {'weights': [-1.7545923732153739, 3.842230480509834, 13.163859515425916, 2.7048944001059803, 1.0700275191292665, 2.80994355426055, 1.2763624405343308, -8.154032893882386, 1.1837933006221146, -6.009320533401301], 'output': 0.9941620563303502, 'delta': 4.392056783101866e-05}
node #3: {'weights': [0.9855382616521728, -8.426862094430254, 0.24356492802154026, 2.6335030180762606, -1.1111325327032655, 5.160396697557424, 0.9986854776759352, -0.6839655492403537, 0.45116334192296975, 3.118548682913606], 'output': 0.6012185850487317, 'delta': -0.0013441603244526174}
node #4: {'weights': [-7.779590190897665, 0.7671981328785907, 7.107891120643473, 21.53378506844026, -14.684332992369304, 1.8997871828581487, -15.352248728796464, 9.88009803469403, -1.2667114497984537, 5.010664278655716], 'output': 0.036609546986411556, 'delta': -0.0002834771817081392}
layer 1: [{'weights': [-3.3886218539577757, -1.9935531399486415, 10.398197358663815, 3.3999810291252666, -13.332522315213064, -4.789599613606889], 'output': 0.9989745603268122, 'delta': 0.00025852655269467445}, {'weights': [0.8291055187232556, 2.1106254595864242, -4.487083779893803, -2.6188944821902624, 4.044831390150349, -4.918085445152935], 'output': 2.1422969789514518e-05, 'delta': 1.714787985787293e-06}, {'weights': [-2.268043635364992, 5.391601209004672, -0.5849664654468335, -3.460987463976147, -1.2967729776999999, -3.1015107693870356], 'output': 0.0025735733347045184, 'delta': 0.00022191144687207137}, {'weights': [5.396938811951279, -1.0020711685989843, -2.5804022729908427, -4.249201206188295, -1.540093563290423, -0.7770839790111218], 'output': 0.003684904559775671, 'delta': -0.00024437675484239446}, {'weights': [-0.671606671070859, -7.355267875486623, -4.828489897918205, 7.710359520457474, -3.690833548707668, 4.356727324111454], 'output': 0.9822367425466458, 'delta': -0.00010061305092973559}, {'weights': [-2.9286380319747582, 4.02841159299618, -11.757802569092108, 3.3392002025771306, 2.6600090605338385, -1.467115180373358], 'output': 1.3099659132173102e-05, 'delta': 2.663648995494554e-06}, {'weights': [-1.6856468615058782, -2.6027490095322436, -3.8352341293623367, 5.210840933570478, 6.193928480176355, -2.619298771428418], 'output': 0.039856750531004334, 'delta': -0.0010684206381913848}, {'weights': [-0.7023010643446885, 5.699977189346267, 0.5805918049747455, -2.0804983224443934, 7.367119608581402, -6.2031948607779555], 'output': 0.0012883934951909612, 'delta': 0.00019507930387407176}, {'weights': [2.602212165541265, -2.239756516451113, 8.059702445243177, 0.3111275996307289, -3.354078405305687, -0.8394769226977882], 'output': 0.9993938576737111, 'delta': -3.455939297551171e-05}]
