options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
0   -0.134328 -0.124812  1.000000 -0.495327 -0.296429 -0.980676 -0.382900 -1.000000 -1.000000       1
50   0.057946 -0.100752  0.657016 -0.862928 -0.307143 -0.971014 -0.139405 -1.000000 -0.372549       1
49  -0.312555 -0.142857  0.492205 -0.414330 -0.189286 -0.809984 -0.353160 -1.000000 -1.000000       1
48  -0.027217 -0.254135  0.679287 -0.688474 -0.221429 -0.958132 -0.146840 -1.000000 -1.000000       1
47   0.362599 -0.019549  0.648107 -0.738318 -0.371429 -0.993559 -0.184015 -1.000000 -0.607843       1
46  -0.338016 -0.260150  0.501114 -0.445483  0.039286 -0.816425 -0.368030 -1.000000 -0.372549       1
45  -0.310799 -0.169925  0.550111 -0.339564 -0.235714 -0.822866 -0.336431 -1.000000 -1.000000       1
51  -0.287972 -0.257143  0.483296 -0.383178 -0.089286 -0.806763 -0.310409 -1.000000 -0.568627       1
44  -0.410887 -0.398496  0.527840 -0.439252  0.121429 -0.800322 -0.381041 -1.000000  0.176471       1
42  -0.417032 -0.254135  0.510022 -0.352025  0.053571 -0.809984 -0.412639 -1.000000 -1.000000       1
41  -0.438104 -0.404511  0.523385 -0.433022  0.210714 -0.809984 -0.403346 -1.000000 -1.000000       1
40  -0.404741 -0.380451  0.559020 -0.482866  0.150000 -0.793881 -0.379182 -1.000000 -1.000000       1
39  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
38  -0.035996  0.046617  0.701559 -0.887850 -0.300000 -0.964573 -0.230483 -1.000000 -1.000000       1
37  -0.401229 -0.395489  0.550111 -0.339564  0.125000 -0.793881 -0.395911 -1.000000 -1.000000       1
43  -0.038630 -0.097744  0.710468 -0.732087 -0.303571 -0.945250 -0.198885 -1.000000 -1.000000       1
36  -0.302897 -0.049624  0.572383 -0.358255 -0.285714 -0.835749 -0.377323 -0.930159 -1.000000       1
52  -0.391572 -0.187970  0.278396 -0.439252  0.082143 -0.822866 -0.330855 -1.000000 -1.000000       1
55  -0.425812 -0.482707  0.207127 -0.376947  0.389286 -0.819646 -0.325279 -1.000000 -0.058824       1
69   0.040386 -0.224060  0.594655 -0.669782 -0.221429 -0.961353 -0.118959 -1.000000 -0.882353       1
68  -0.089552 -0.281203  0.594655 -0.619938 -0.146429 -0.925926 -0.184015 -1.000000 -0.372549       1
67  -0.089552 -0.302256  0.625835 -0.638629 -0.103571 -0.938808 -0.178439 -1.000000 -0.333333       1
66  -0.089552 -0.302256  0.625835 -0.638629 -0.139286 -0.938808 -0.178439 -1.000000 -0.333333       1
65  -0.136084 -0.109774  0.599109 -0.482866 -0.232143 -0.971014 -0.262082 -1.000000 -1.000000       1
64  -0.071993 -0.172932  0.665924 -0.619938 -0.214286 -0.942029 -0.223048 -1.000000 -0.725490       1
54  -0.417910 -0.254135  0.251670 -0.376947  0.132143 -0.835749 -0.332714 -1.000000 -0.647059       1
63  -0.023705  0.034586  0.697105 -0.694704 -0.450000 -1.000000 -0.208178 -1.000000 -1.000000       1
61  -0.243196 -0.073684  0.594655 -0.358255 -0.317857 -0.961353 -0.397770 -0.561905 -1.000000       1
60  -0.306409 -0.136842  0.612472 -0.489097  0.010714 -0.954911 -0.381041 -1.000000 -1.000000       1
59  -0.438982 -0.200000  0.630290 -0.439252  0.064286 -0.816425 -0.472119 -1.000000 -0.568627       1
..        ...       ...       ...       ...       ...       ...       ...       ...       ...     ...
180 -0.838455  0.103759 -0.224944 -0.221184  0.692857 -1.000000 -0.598513 -1.000000 -1.000000       6
204 -0.559263  0.269173 -1.000000  0.233645  0.246429 -1.000000 -0.390335 -0.574603 -1.000000       7
201 -0.527656 -0.633083 -1.000000 -0.439252  0.917857 -0.130435 -0.349442 -1.000000 -1.000000       7
202 -0.649693  0.239098 -1.000000  0.327103  0.396429 -1.000000 -0.449814 -0.644444 -1.000000       7
203 -0.523266  0.224060 -1.000000  0.059190  0.178571 -1.000000 -0.470260  0.085714 -1.000000       7
205 -0.458297  0.269173 -1.000000 -0.059190  0.135714 -1.000000 -0.408922 -0.015873 -1.000000       7
200 -0.654960  0.329323 -1.000000  0.221184  0.317857 -1.000000 -0.459108 -0.600000 -1.000000       7
207 -0.371378  0.100752 -1.000000 -0.046729  0.089286 -0.545894 -0.806691  0.828571 -1.000000       7
208 -0.539069  0.094737 -1.000000  0.526480  0.085714 -1.000000 -0.252788 -0.657143 -1.000000       7
209 -0.553995  0.025564 -1.000000  0.613707  0.000000 -0.974235 -0.302974 -0.326984 -1.000000       7
210 -0.499561  0.260150 -1.000000  0.059190  0.160714 -1.000000 -0.447955  0.009524 -1.000000       7
211 -0.165935  0.091729 -1.000000  0.077882  0.289286 -1.000000 -0.440520  0.041270 -1.000000       7
206 -0.534680  0.266165 -1.000000 -0.015576  0.178571 -1.000000 -0.397770 -0.123810 -1.000000       7
199 -0.566286  0.287218 -1.000000  0.383178  0.157143 -0.983897 -0.368030 -0.663492 -1.000000       7
212 -0.529412  0.097744 -1.000000  0.028037  0.357143 -1.000000 -0.433086 -0.003175 -1.000000       7
197 -0.462687  0.193985 -1.000000  0.277259  0.239286 -1.000000 -0.345725 -0.580952 -1.000000       7
196 -0.612818 -0.055639 -1.000000  0.401869  0.221429 -0.954911 -0.260223 -0.485714 -0.960784       7
195 -0.622476  0.025564 -1.000000  0.489097  0.278571 -0.974235 -0.323420 -0.612698 -0.803922       7
194 -0.501317  0.151880 -1.000000  0.052960  0.242857 -1.000000 -0.425651 -0.003175 -0.725490       7
193 -0.469710  0.209023 -1.000000  0.065421  0.146429 -1.000000 -0.423792  0.009524 -0.686275       7
192 -0.553995  0.043609 -1.000000  0.557632  0.303571 -0.987118 -0.328996 -0.746032 -0.647059       7
191 -0.572432  0.239098 -1.000000  0.302181  0.239286 -1.000000 -0.381041 -0.593651 -0.647059       7
190 -0.562774 -0.052632 -0.207127 -0.065421  0.175000 -1.000000 -0.397770 -0.517460 -1.000000       7
189  0.097454  0.521805 -0.184855 -0.364486 -0.778571 -0.900161 -0.408922  0.066667 -1.000000       7
188 -0.006146  0.242105 -0.020045  0.102804 -0.839286 -0.755233 -0.195167 -1.000000 -1.000000       7
187  0.053556 -0.184962  0.487751 -0.414330 -0.082143 -0.806763 -0.368030 -1.000000 -1.000000       7
186 -0.365233  0.079699  0.452116  0.202492 -0.485714 -0.529791 -0.933086  0.034921 -1.000000       7
185 -0.985953 -0.109774  0.425390 -0.052960  0.071429 -0.433172 -1.000000 -0.244444 -1.000000       7
198 -0.634767  0.097744 -1.000000  0.476636  0.175000 -0.987118 -0.321561 -0.593651 -1.000000       7
213 -0.476734  0.052632 -1.000000  0.115265  0.267857 -1.000000 -0.407063  0.060317 -1.000000       7

[214 rows x 10 columns]
This is a classification set
class key: {0: 1.0, 1: 2.0, 2: 3.0, 3: 5.0, 4: 6.0, 5: 7.0}
the dataset is: 
[-0.13432835820895783, -0.12481203007518771, 1.0, -0.49532710280373826, -0.29642857142857115, -0.9806763285024155, -0.3828996282527881, -1.0, -1.0, 0]
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 300, n_hidden: [5]
epoch: 0, lrate: 0.100, error: 463.84497170
epoch: 100, lrate: 0.100, error: 189.01368239
epoch: 200, lrate: 0.100, error: 165.22065042
epoch: 300, lrate: 0.100, error: 148.40096080
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [1.3111215046992735, -0.5705623044605653, 4.48331027618622, -3.6527684366280195, 1.6038633515917902, 1.0634298297481273, 0.6972822298755463, -0.10529630719700626, 1.7023819514719272, 0.3063920415397924], 'output': 0.5332184955995405, 'delta': 0.11451739958648652}, {'weights': [2.146397330297399, 0.051177194514587285, 2.772554617949533, -2.2587937100841136, -0.41175055201642113, -0.4892466684420662, 1.1568807151754785, -0.47068839791615463, 1.6200485242326237, 1.728903635291169], 'output': 0.812078639038551, 'delta': 0.0374708118361151}, {'weights': [-2.8580930947135603, 0.9059390375432239, 4.805961225073887, 4.3783968050320405, 1.008729735307458, 0.5475683899584727, -1.8918572853962083, 0.7893070851529729, 1.187791642004673, -1.0014511581194099], 'output': 0.08758502344099588, 'delta': -0.031158807451090342}, {'weights': [-0.010638965385162853, -2.3852100410082806, 0.0988386182614391, 3.16261268062368, -1.4703802369171177, -0.5261836637991548, 1.3287119391007682, -2.1086361715481785, 2.8304725004030207, 1.1562032829533608], 'output': 0.3621765591158258, 'delta': -0.08529666142586788}, {'weights': [-0.3726650470723029, 3.588578653880838, 0.3682589571147049, 4.72305912384941, 0.16031924902668618, -1.0097713118140426, -1.3911807766537223, 2.8894517930995125, -0.6830088697564097, -0.29679484039769394], 'output': 0.024191073559208263, 'delta': -0.005437417342731366}]
node #0: {'weights': [1.3111215046992735, -0.5705623044605653, 4.48331027618622, -3.6527684366280195, 1.6038633515917902, 1.0634298297481273, 0.6972822298755463, -0.10529630719700626, 1.7023819514719272, 0.3063920415397924], 'output': 0.5332184955995405, 'delta': 0.11451739958648652}
node #1: {'weights': [2.146397330297399, 0.051177194514587285, 2.772554617949533, -2.2587937100841136, -0.41175055201642113, -0.4892466684420662, 1.1568807151754785, -0.47068839791615463, 1.6200485242326237, 1.728903635291169], 'output': 0.812078639038551, 'delta': 0.0374708118361151}
node #2: {'weights': [-2.8580930947135603, 0.9059390375432239, 4.805961225073887, 4.3783968050320405, 1.008729735307458, 0.5475683899584727, -1.8918572853962083, 0.7893070851529729, 1.187791642004673, -1.0014511581194099], 'output': 0.08758502344099588, 'delta': -0.031158807451090342}
node #3: {'weights': [-0.010638965385162853, -2.3852100410082806, 0.0988386182614391, 3.16261268062368, -1.4703802369171177, -0.5261836637991548, 1.3287119391007682, -2.1086361715481785, 2.8304725004030207, 1.1562032829533608], 'output': 0.3621765591158258, 'delta': -0.08529666142586788}
node #4: {'weights': [-0.3726650470723029, 3.588578653880838, 0.3682589571147049, 4.72305912384941, 0.16031924902668618, -1.0097713118140426, -1.3911807766537223, 2.8894517930995125, -0.6830088697564097, -0.29679484039769394], 'output': 0.024191073559208263, 'delta': -0.005437417342731366}
output layer: [{'weights': [3.032511085747123, 2.4717538022443435, -2.0980599245408262, -2.6863213847573792, -2.981207767289782, -2.3350200049954597], 'output': 0.5087118152826792, 'delta': 0.12278475950611191}, {'weights': [-2.8867366100236422, 1.5765729070601284, 4.331206152228836, 1.5865005774828227, -3.9585903021202293, -1.9794470354435751], 'output': 0.20206454168334978, 'delta': -0.03257976780452002}, {'weights': [1.5384276006870188, 0.7286910850862892, -0.4741014026204207, -1.1613337145444849, -0.8109434585655338, -3.171778312015874], 'output': 0.09624062454272016, 'delta': -0.00837085233583438}, {'weights': [-3.2913377009382603, -3.3870483663256934, 1.6202879239078039, 3.3827231270255487, -2.821301699213931, -1.0850084960325548], 'output': 0.01349675720102348, 'delta': -0.000179703852517866}, {'weights': [-1.358797837297787, 0.05592079673133143, -1.0690721362115587, -0.6568299024985181, -0.5669284733802101, -1.57068883863415], 'output': 0.0695182071639013, 'delta': -0.004496814847698838}, {'weights': [-1.2890878061159357, -0.8101009708024232, -0.8148412409592727, -1.3910780081124179, 5.301083596505133, -1.8978960241266083], 'output': 0.024364750619808265, 'delta': -0.0005791771560698417}]
node #0: {'weights': [3.032511085747123, 2.4717538022443435, -2.0980599245408262, -2.6863213847573792, -2.981207767289782, -2.3350200049954597], 'output': 0.5087118152826792, 'delta': 0.12278475950611191}
node #1: {'weights': [-2.8867366100236422, 1.5765729070601284, 4.331206152228836, 1.5865005774828227, -3.9585903021202293, -1.9794470354435751], 'output': 0.20206454168334978, 'delta': -0.03257976780452002}
node #2: {'weights': [1.5384276006870188, 0.7286910850862892, -0.4741014026204207, -1.1613337145444849, -0.8109434585655338, -3.171778312015874], 'output': 0.09624062454272016, 'delta': -0.00837085233583438}
node #3: {'weights': [-3.2913377009382603, -3.3870483663256934, 1.6202879239078039, 3.3827231270255487, -2.821301699213931, -1.0850084960325548], 'output': 0.01349675720102348, 'delta': -0.000179703852517866}
node #4: {'weights': [-1.358797837297787, 0.05592079673133143, -1.0690721362115587, -0.6568299024985181, -0.5669284733802101, -1.57068883863415], 'output': 0.0695182071639013, 'delta': -0.004496814847698838}
node #5: {'weights': [-1.2890878061159357, -0.8101009708024232, -0.8148412409592727, -1.3910780081124179, 5.301083596505133, -1.8978960241266083], 'output': 0.024364750619808265, 'delta': -0.0005791771560698417}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 7.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
l_rate: 0.1; n_epoch: 300, n_hidden: [9]
epoch: 0, lrate: 0.100, error: 476.78314859
epoch: 100, lrate: 0.100, error: 182.45100681
epoch: 200, lrate: 0.100, error: 157.06468558
epoch: 300, lrate: 0.100, error: 139.63496621
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [3.0820301471276976, -0.9072392417613971, 4.6110486973100615, -4.141860837510611, 0.033880336818993294, -0.4078534588257662, 0.9876088793336202, -0.009550957545771236, 2.7302223905096126, 1.4982046091476482], 'output': 0.688496529864063, 'delta': 0.14765645403740274}, {'weights': [-0.13125630983955375, -0.9377674544111063, -0.7893238780675856, 4.1259547295053585, -0.5517017997627185, -1.2233948966552393, 0.9813092993245854, -0.41942125307906153, 1.6301552731284585, 1.7297186248115497], 'output': 0.3482033543905659, 'delta': -0.051218513745595745}, {'weights': [2.4000386625902714, 0.7933364756169743, -1.3931481387968445, -0.6936012655739707, -0.8056063193274953, -0.06243701645814159, 2.190307458261465, 0.5759927260800326, 1.282261459741246, 0.029216864789154615], 'output': 0.023261564738180175, 'delta': -0.0074882158188891434}, {'weights': [-2.7612591083753997, -0.23956827711110365, 4.002635345819139, 5.948883879734812, -0.12237873964202017, 0.5636689274314535, -2.6462058699045152, 0.664827396567055, 1.083067583847675, -0.6407512586801407], 'output': 0.08722856367182633, 'delta': -0.02713363628730537}, {'weights': [-0.034691902396210554, 0.24248287119004386, 0.32844618020970606, 2.370704525108544, -0.6670918419387635, 2.5855493170688533, 0.19322498938968177, 1.187633721462175, 0.36399875958857925, 0.10705993734294733], 'output': 0.0092601429779966, 'delta': -5.225580248818921e-05}, {'weights': [-0.20535293128653762, 3.3347983761010207, -0.01825513470247596, -1.0052567611460181, 0.11166014501001223, -0.5038177460419876, -0.3483570186403858, 0.2600626549836212, 1.3312552762059824, 0.7512479867974416], 'output': 0.4058737382935829, 'delta': -0.0704773708869231}, {'weights': [0.07296864720280898, 2.5279546894511014, -0.18581853939063453, 4.265106248081318, -1.7714401851352128, -0.4426851626410038, -1.397628587009477, 4.80793321280405, -0.7456693937752603, 1.544746370901996], 'output': 0.013862361100020378, 'delta': -0.0015705152122605418}, {'weights': [1.9296881425193217, 0.6526575832820257, -0.5018450272787778, 0.04871071989480668, 0.26927717541641905, 0.5152258603786287, 1.8658015111525825, 0.885864814719039, 0.5401633886104977, -0.05066959013354015], 'output': 0.028344407515361783, 'delta': -0.0015941222710195062}, {'weights': [1.3694588951867714, 0.3182570883752153, 0.26050990234341975, 0.5545107242147987, 0.1582368265572258, 0.7365968497154677, 0.8233931345116324, 1.7797995928102277, 1.0780304160445395, -0.4911714784617654], 'output': 0.006815330545436012, 'delta': 0.00020004970679276876}]
node #0: {'weights': [3.0820301471276976, -0.9072392417613971, 4.6110486973100615, -4.141860837510611, 0.033880336818993294, -0.4078534588257662, 0.9876088793336202, -0.009550957545771236, 2.7302223905096126, 1.4982046091476482], 'output': 0.688496529864063, 'delta': 0.14765645403740274}
node #1: {'weights': [-0.13125630983955375, -0.9377674544111063, -0.7893238780675856, 4.1259547295053585, -0.5517017997627185, -1.2233948966552393, 0.9813092993245854, -0.41942125307906153, 1.6301552731284585, 1.7297186248115497], 'output': 0.3482033543905659, 'delta': -0.051218513745595745}
node #2: {'weights': [2.4000386625902714, 0.7933364756169743, -1.3931481387968445, -0.6936012655739707, -0.8056063193274953, -0.06243701645814159, 2.190307458261465, 0.5759927260800326, 1.282261459741246, 0.029216864789154615], 'output': 0.023261564738180175, 'delta': -0.0074882158188891434}
node #3: {'weights': [-2.7612591083753997, -0.23956827711110365, 4.002635345819139, 5.948883879734812, -0.12237873964202017, 0.5636689274314535, -2.6462058699045152, 0.664827396567055, 1.083067583847675, -0.6407512586801407], 'output': 0.08722856367182633, 'delta': -0.02713363628730537}
node #4: {'weights': [-0.034691902396210554, 0.24248287119004386, 0.32844618020970606, 2.370704525108544, -0.6670918419387635, 2.5855493170688533, 0.19322498938968177, 1.187633721462175, 0.36399875958857925, 0.10705993734294733], 'output': 0.0092601429779966, 'delta': -5.225580248818921e-05}
node #5: {'weights': [-0.20535293128653762, 3.3347983761010207, -0.01825513470247596, -1.0052567611460181, 0.11166014501001223, -0.5038177460419876, -0.3483570186403858, 0.2600626549836212, 1.3312552762059824, 0.7512479867974416], 'output': 0.4058737382935829, 'delta': -0.0704773708869231}
node #6: {'weights': [0.07296864720280898, 2.5279546894511014, -0.18581853939063453, 4.265106248081318, -1.7714401851352128, -0.4426851626410038, -1.397628587009477, 4.80793321280405, -0.7456693937752603, 1.544746370901996], 'output': 0.013862361100020378, 'delta': -0.0015705152122605418}
node #7: {'weights': [1.9296881425193217, 0.6526575832820257, -0.5018450272787778, 0.04871071989480668, 0.26927717541641905, 0.5152258603786287, 1.8658015111525825, 0.885864814719039, 0.5401633886104977, -0.05066959013354015], 'output': 0.028344407515361783, 'delta': -0.0015941222710195062}
node #8: {'weights': [1.3694588951867714, 0.3182570883752153, 0.26050990234341975, 0.5545107242147987, 0.1582368265572258, 0.7365968497154677, 0.8233931345116324, 1.7797995928102277, 1.0780304160445395, -0.4911714784617654], 'output': 0.006815330545436012, 'delta': 0.00020004970679276876}
output layer: [{'weights': [5.106409406700168, -1.7569214401203799, -2.1867820105285336, -2.240599585894498, -0.15551589385075243, -2.0439593196192876, -1.2297423452442837, -0.3227899583255354, 0.4065278010131844, -1.9532246144535612], 'output': 0.4566426469969953, 'delta': 0.13481790246484476}, {'weights': [0.1587246857774708, 1.0109539165116355, 3.5203212728676982, 4.910252730939594, -1.6661696902948746, -0.3450502771657668, -2.9067975909924333, 1.7881649333764216, 1.5156664079457793, -2.9213948343108203], 'output': 0.11078781904776322, 'delta': -0.01091413771153809}, {'weights': [1.2455569484495472, -1.6105784932897076, 0.010171685019667372, -0.6904205966559464, 0.15650422299899833, 0.7192648299190691, -0.9592792468860919, -0.531562386811491, 0.6295750775365917, -2.603268107346527], 'output': 0.10955387113103712, 'delta': -0.010687179566313355}, {'weights': [-4.378035782193086, 3.3181538940452313, 0.11540695744020715, 0.9634922823443651, 2.329237040866997, -2.5931674923959074, -3.086846012770412, -0.4314416287896285, -0.010934372022219103, -1.3571403183702557], 'output': 0.014553420138606991, 'delta': -0.00020871959368950194}, {'weights': [-2.5512307975367308, -1.1097853637167314, -0.6084034884432146, -1.29186934037181, 0.2572977055047577, 2.1827565154371853, -1.7484600398910002, 0.12467222924939558, 0.37183289540017495, -1.0666498830000495], 'output': 0.07832700986667918, 'delta': -0.0056545748327033}, {'weights': [-3.2469961913856054, -0.22686898494963764, -1.2628837828382553, -1.7705116012710609, -2.297294836739923, 0.7505057028446563, 5.058430515950523, -0.4445923265118341, -0.41850512327958683, -1.8492203905714995], 'output': 0.017818863701872998, 'delta': -0.00031185420229149445}]
node #0: {'weights': [5.106409406700168, -1.7569214401203799, -2.1867820105285336, -2.240599585894498, -0.15551589385075243, -2.0439593196192876, -1.2297423452442837, -0.3227899583255354, 0.4065278010131844, -1.9532246144535612], 'output': 0.4566426469969953, 'delta': 0.13481790246484476}
node #1: {'weights': [0.1587246857774708, 1.0109539165116355, 3.5203212728676982, 4.910252730939594, -1.6661696902948746, -0.3450502771657668, -2.9067975909924333, 1.7881649333764216, 1.5156664079457793, -2.9213948343108203], 'output': 0.11078781904776322, 'delta': -0.01091413771153809}
node #2: {'weights': [1.2455569484495472, -1.6105784932897076, 0.010171685019667372, -0.6904205966559464, 0.15650422299899833, 0.7192648299190691, -0.9592792468860919, -0.531562386811491, 0.6295750775365917, -2.603268107346527], 'output': 0.10955387113103712, 'delta': -0.010687179566313355}
node #3: {'weights': [-4.378035782193086, 3.3181538940452313, 0.11540695744020715, 0.9634922823443651, 2.329237040866997, -2.5931674923959074, -3.086846012770412, -0.4314416287896285, -0.010934372022219103, -1.3571403183702557], 'output': 0.014553420138606991, 'delta': -0.00020871959368950194}
node #4: {'weights': [-2.5512307975367308, -1.1097853637167314, -0.6084034884432146, -1.29186934037181, 0.2572977055047577, 2.1827565154371853, -1.7484600398910002, 0.12467222924939558, 0.37183289540017495, -1.0666498830000495], 'output': 0.07832700986667918, 'delta': -0.0056545748327033}
node #5: {'weights': [-3.2469961913856054, -0.22686898494963764, -1.2628837828382553, -1.7705116012710609, -2.297294836739923, 0.7505057028446563, 5.058430515950523, -0.4445923265118341, -0.41850512327958683, -1.8492203905714995], 'output': 0.017818863701872998, 'delta': -0.00031185420229149445}
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 1.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 2.0; actual: 1.0
predicted: 1.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 5.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 3.0
predicted: 2.0; actual: 3.0
predicted: 5.0; actual: 5.0
predicted: 6.0; actual: 6.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
predicted: 7.0; actual: 7.0
The tuned model looks like: l_rate: 0.5; n_epoch: 500, n_hidden: [5]
The model has a loss of 18.181818181818183
epoch: 0, lrate: 0.500, error: 316.25825672
epoch: 100, lrate: 0.500, error: 137.48285054
epoch: 200, lrate: 0.500, error: 118.65575037
epoch: 300, lrate: 0.500, error: 96.80275942
epoch: 400, lrate: 0.500, error: 88.83942612
epoch: 500, lrate: 0.500, error: 84.43247072
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 6 nodes in the output layer
layer 0: [{'weights': [10.87110345658481, 1.941558967997508, 1.314850987891441, -3.5198299108824194, -7.766163469473174, 1.1240988308436832, 2.115479717559774, -1.0259271379095727, 2.9129817727788287, 1.8477304296645485], 'output': 0.006615112273019074, 'delta': -1.1308528311812386e-05}, {'weights': [-16.26749361573531, -7.533648648766609, 13.328600033477766, 12.697848632903048, -9.571926560519184, 2.8950492253535156, -8.410297743823369, 1.4668020156155195, 9.368565585893306, -2.2829749283856127], 'output': 0.0005076539316952427, 'delta': 3.626880490173087e-06}, {'weights': [-0.14938662798771624, 3.379289148785734, -3.4647493758610897, 5.62482321387151, -2.130131416847646, 10.019430455788745, -5.829762030645851, 3.4663074063951176, -5.522411428485146, 2.183290588056044], 'output': 0.001901183214162403, 'delta': -2.375195630044892e-05}, {'weights': [1.4950920284980374, -6.573133991855874, -3.0733178525655163, 2.6365721630175365, -2.10545037194346, 1.0915614199922912, 3.4949851286692395, 2.034709555177932, 0.5499188646105063, 2.297352347650756], 'output': 0.020256772699625884, 'delta': 0.00020214225588387357}, {'weights': [3.759309079041463, -2.5636092966852013, 9.896063847988726, -15.112614314052564, 4.200078679756132, 5.359192703597724, 0.8892662047460367, 1.9421466965780168, 3.6090949008476425, 2.455639022900736], 'output': 0.7208765837528963, 'delta': -0.00019025082899233804}]
node #0: {'weights': [10.87110345658481, 1.941558967997508, 1.314850987891441, -3.5198299108824194, -7.766163469473174, 1.1240988308436832, 2.115479717559774, -1.0259271379095727, 2.9129817727788287, 1.8477304296645485], 'output': 0.006615112273019074, 'delta': -1.1308528311812386e-05}
node #1: {'weights': [-16.26749361573531, -7.533648648766609, 13.328600033477766, 12.697848632903048, -9.571926560519184, 2.8950492253535156, -8.410297743823369, 1.4668020156155195, 9.368565585893306, -2.2829749283856127], 'output': 0.0005076539316952427, 'delta': 3.626880490173087e-06}
node #2: {'weights': [-0.14938662798771624, 3.379289148785734, -3.4647493758610897, 5.62482321387151, -2.130131416847646, 10.019430455788745, -5.829762030645851, 3.4663074063951176, -5.522411428485146, 2.183290588056044], 'output': 0.001901183214162403, 'delta': -2.375195630044892e-05}
node #3: {'weights': [1.4950920284980374, -6.573133991855874, -3.0733178525655163, 2.6365721630175365, -2.10545037194346, 1.0915614199922912, 3.4949851286692395, 2.034709555177932, 0.5499188646105063, 2.297352347650756], 'output': 0.020256772699625884, 'delta': 0.00020214225588387357}
node #4: {'weights': [3.759309079041463, -2.5636092966852013, 9.896063847988726, -15.112614314052564, 4.200078679756132, 5.359192703597724, 0.8892662047460367, 1.9421466965780168, 3.6090949008476425, 2.455639022900736], 'output': 0.7208765837528963, 'delta': -0.00019025082899233804}
output layer: [{'weights': [-6.853259523040261, -9.125238631451218, -3.0366356857975476, -0.2205390406633864, 11.24092249787149, -2.760658533055853], 'output': 0.9949456145372184, 'delta': 2.5417688969130618e-05}, {'weights': [5.615154117885827, 9.604110579801402, -10.701784526172094, -1.7502472480634554, -8.505607839259284, -0.49214518216923286], 'output': 0.0013086922435834763, 'delta': -1.7104340234189571e-06}, {'weights': [1.3261388795073326, 0.7461513308601903, -1.5198192171625888, -1.73031002777639, 0.7071900304080291, -3.604787096601367], 'output': 0.04218931367663451, 'delta': -0.0017048438179455823}, {'weights': [-7.073096399883257, 3.344088591540113, -4.845670782214499, 9.381457644851093, -10.868645428030035, -5.335701893554047], 'output': 2.1827561244459507e-06, 'delta': -4.7644138992299895e-12}, {'weights': [-3.097339575701042, -5.2308599837906575, -2.969097963803641, -7.287430891537278, -8.207215986927391, 1.7838692097686508], 'output': 0.013271214221326814, 'delta': -0.00017378773261938804}, {'weights': [-0.13710749993334084, -5.734816434616223, 11.503922548226686, -4.413487877760019, 1.0825514333794086, -3.9554454219323985], 'output': 0.03749320914887568, 'delta': -0.0013530350009968175}]
node #0: {'weights': [-6.853259523040261, -9.125238631451218, -3.0366356857975476, -0.2205390406633864, 11.24092249787149, -2.760658533055853], 'output': 0.9949456145372184, 'delta': 2.5417688969130618e-05}
node #1: {'weights': [5.615154117885827, 9.604110579801402, -10.701784526172094, -1.7502472480634554, -8.505607839259284, -0.49214518216923286], 'output': 0.0013086922435834763, 'delta': -1.7104340234189571e-06}
node #2: {'weights': [1.3261388795073326, 0.7461513308601903, -1.5198192171625888, -1.73031002777639, 0.7071900304080291, -3.604787096601367], 'output': 0.04218931367663451, 'delta': -0.0017048438179455823}
