options: {'rename_cols': {1: 'vendor', 2: 'model', 3: 'MYCT', 4: 'MMIN', 5: 'MMAX', 6: 'CACH', 7: 'CHMIN', 8: 'CHMAX', 9: 'PRP'}, 'result_col': 10, 'drop_columns': ['model', 'PRP']}
        vendor  MYCT   MMIN   MMAX  CACH  CHMIN  CHMAX  result
better split found on 1 at 59 with mse=815.2374589260086
better split found on 1 at 60 with mse=722.9428715027643
better split found on 1 at 64 with mse=671.5061159338006
better split found on 1 at 70 with mse=666.7569643468478
better split found on 1 at 72 with mse=632.5338369865931
better split found on 1 at 75 with mse=531.8242549162353
better split found on 3 at 8000 with mse=394.2600924884389
better split found on 3 at 12000 with mse=368.698358630533
better split found on 0 at apollo with mse=268.0129702970297
better split found on 0 at basf with mse=258.5761386138615
better split found on 0 at cdc with mse=255.51196794937232
better split found on 0 at gould with mse=255.00039603960386
better split found on 0 at ibm with mse=253.11878276062902
better split found on 1 at 38 with mse=229.39381693271378
better split found on 1 at 59 with mse=215.66551538874813
better split found on 1 at 60 with mse=204.7252402446127
better split found on 1 at 70 with mse=194.5840405469118
better split found on 1 at 72 with mse=192.88117486447436
better split found on 1 at 75 with mse=173.73975675345312
better split found on 2 at 1000 with mse=164.26297832485955
better split found on 3 at 4000 with mse=120.16764353322127
better split found on 3 at 4500 with mse=115.6494202402972
better split found on 3 at 5000 with mse=102.48409158027263
better split found on 3 at 6000 with mse=92.78407983655511
better split found on 0 at apollo with mse=26.420129870129866
better split found on 0 at c.r.d with mse=26.122268907563033
better split found on 0 at cambex with mse=25.94480519480519
better split found on 0 at dec with mse=25.586363636363632
better split found on 0 at hp with mse=25.583791208791208
better split found on 0 at microdata with mse=25.21623376623379
better split found on 0 at siemens with mse=24.03212039532794
better split found on 1 at 115 with mse=23.676948051948052
better split found on 1 at 140 with mse=23.470673635307783
better split found on 1 at 150 with mse=22.446532999164578
better split found on 1 at 225 with mse=22.256933041415802
better split found on 1 at 320 with mse=21.45603948896632
better split found on 1 at 400 with mse=20.75
better split found on 2 at 1000 with mse=19.122340425531917
better split found on 3 at 1000 with mse=18.390252976190474
better split found on 3 at 1500 with mse=17.22939885173927
better split found on 3 at 2000 with mse=9.800992063492064
better split found on 3 at 3000 with mse=9.342038396386224
better split found on 3 at 3500 with mse=9.29780505952381
better split found on 0 at apollo with mse=4.442028985507245
better split found on 0 at ibm with mse=4.051820728291317
better split found on 1 at 400 with mse=3.5925925925925926
better split found on 3 at 1000 with mse=2.7760416666666665
better split found on 3 at 1500 with mse=2.342592592592592
better split found on 0 at dec with mse=1.2083333333333333
better split found on 0 at four-phase with mse=1.0555555555555556
better split found on 0 at ibm with mse=0.8833333333333333
better split found on 2 at 96 with mse=0.16666666666666666
better split found on 0 at dec with mse=0.17857142857142858
better split found on 0 at four-phase with mse=0.10714285714285712
better split found on 0 at ncr with mse=0.1071428571428571
better split found on 1 at 125 with mse=0.08333333333333334
data [['four-phase' 125 512 1000 0 8 20 19]
 ['ncr' 112 1000 1000 0 1 4 19]
 ['hp' 90 256 1000 0 3 10 18]] 
has less than 3 samples, prune subtree
better split found on 0 at apollo with mse=2.5142857142857142
better split found on 0 at harris with mse=1.9282051282051285
better split found on 3 at 2000 with mse=1.3151515151515152
better split found on 4 at 2 with mse=1.2799999999999998
better split found on 0 at burroughs with mse=0.9555555555555558
better split found on 0 at harris with mse=0.488888888888889
better split found on 3 at 2000 with mse=0.488888888888889
better split found on 5 at 3 with mse=0.1375
better split found on 0 at dg with mse=0.0
data [['harris' 300 768 3000 0 6 24 23]
 ['burroughs' 143 1000 2000 0 5 16 22]] 
has less than 3 samples, prune subtree
better split found on 0 at apollo with mse=1.2000000000000002
better split found on 0 at c.r.d with mse=1.0
better split found on 0 at harris with mse=0.55
better split found on 2 at 524 with mse=0.55
better split found on 5 at 4 with mse=0.55
better split found on 6 at 5 with mse=0.39999999999999997
data [['harris' 300 768 3000 6 6 24 25]
 ['apollo' 400 512 3500 4 1 6 24]
 ['burroughs' 167 524 2000 8 4 15 23]] 
has less than 3 samples, prune subtree
better split found on 0 at burroughs with mse=12.417338709677418
better split found on 0 at c.r.d with mse=12.3671875
better split found on 0 at cambex with mse=12.346774193548393
better split found on 0 at dg with mse=12.346774193548393
better split found on 0 at ibm with mse=12.212142857142856
better split found on 0 at microdata with mse=11.74798387096774
better split found on 0 at perkin-elmer with mse=11.134375000000004
better split found on 0 at siemens with mse=8.584374999999998
better split found on 1 at 150 with mse=8.355516194331981
better split found on 4 at 4 with mse=6.880397727272728
better split found on 0 at burroughs with mse=4.376623376623377
better split found on 0 at microdata with mse=2.7835497835497836
better split found on 5 at 7 with mse=2.7835497835497836
better split found on 6 at 32 with mse=2.7835497835497836
better split found on 0 at burroughs with mse=2.6095238095238087
better split found on 0 at c.r.d with mse=2.5623249299719877
better split found on 0 at perkin-elmer with mse=2.2456140350877174
better split found on 0 at sperry with mse=2.2456140350877174
better split found on 1 at 143 with mse=2.2351190476190474
better split found on 2 at 1000 with mse=2.21498599439776
better split found on 0 at burroughs with mse=2.172794117647059
better split found on 0 at c.r.d with mse=1.8721719457013575
better split found on 3 at 4000 with mse=1.0864527629233514
better split found on 0 at honeywell with mse=1.418181818181818
better split found on 0 at hp with mse=0.6272727272727272
better split found on 2 at 512 with mse=0.6181818181818182
better split found on 0 at perkin-elmer with mse=0.13333333333333333
better split found on 0 at prime with mse=0.0
better split found on 1 at 160 with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 0 at honeywell with mse=0.8
better split found on 0 at hp with mse=0.2
better split found on 6 at 6 with mse=0.2
better split found on 0 at honeywell with mse=0.15000000000000002
better split found on 0 at ibm with mse=0.13333333333333333
better split found on 4 at 0 with mse=0.13333333333333333
data [['honeywell' 330 1000 4000 0 3 6 25]
 ['ncr' 56 1000 4000 0 1 6 26]
 ['nixdorf' 200 1000 4000 0 1 4 25]] 
has less than 3 samples, prune subtree
better split found on 0 at burroughs with mse=0.2
better split found on 1 at 143 with mse=0.2
better split found on 5 at 1 with mse=0.2
better split found on 6 at 24 with mse=0.2
better split found on 0 at c.r.d with mse=0.15000000000000002
better split found on 0 at harris with mse=0.15000000000000002
better split found on 1 at 300 with mse=0.15000000000000002
better split found on 2 at 512 with mse=0.15000000000000002
better split found on 3 at 4500 with mse=0.15000000000000002
better split found on 3 at 5000 with mse=0.13333333333333333
data [['c.r.d' 320 512 5000 4 1 5 28]
 ['c.r.d' 320 256 5000 4 1 6 27]
 ['harris' 300 768 4500 0 1 24 27]] 
has less than 3 samples, prune subtree
better split found on 0 at honeywell with mse=0.16666666666666669
better split found on 0 at ibm with mse=0.125
better split found on 0 at nas with mse=0.0
better split found on 1 at 115 with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 0 at cambex with mse=11.488888888888884
better split found on 0 at cdc with mse=10.955555555555554
better split found on 0 at prime with mse=10.955555555555554
better split found on 0 at siemens with mse=7.6875
better split found on 3 at 4000 with mse=2.5875000000000004
better split found on 0 at cambex with mse=0.9642857142857144
better split found on 0 at cdc with mse=0.7142857142857144
better split found on 0 at honeywell with mse=0.6071428571428571
better split found on 2 at 1000 with mse=0.21875
better split found on 0 at cambex with mse=0.16666666666666669
better split found on 0 at cdc with mse=0.16666666666666669
better split found on 0 at dg with mse=0.16666666666666669
better split found on 0 at prime with mse=0.16666666666666669
better split found on 1 at 110 with mse=0.16666666666666669
better split found on 4 at 8 with mse=0.16666666666666669
better split found on 5 at 1 with mse=0.16666666666666669
better split found on 6 at 2 with mse=0.16666666666666669
better split found on 6 at 5 with mse=0.16666666666666669
data [['cambex' 50 1000 4000 8 3 5 30]
 ['cdc' 50 1000 4000 8 1 5 29]
 ['dg' 110 1000 4000 16 1 2 30]] 
has less than 3 samples, prune subtree
better split found on 0 at honeywell with mse=0.0
better split found on 5 at 1 with mse=0.0
better split found on 6 at 8 with mse=0.0
data [['siemens' 105 2000 6000 16 6 16 41]
 ['ibm' 115 512 6000 16 1 6 35]] 
has less than 3 samples, prune subtree
better split found on 0 at basf with mse=167.6419191919192
better split found on 0 at cdc with mse=164.33280423280422
better split found on 0 at formation with mse=153.28518518518516
better split found on 1 at 38 with mse=142.57566137566138
better split found on 1 at 60 with mse=135.0488782051282
better split found on 1 at 70 with mse=126.96973886328728
better split found on 1 at 75 with mse=116.63991596638657
better split found on 4 at 16 with mse=101.47629629629628
better split found on 4 at 24 with mse=85.35998931623931
better split found on 0 at burroughs with mse=61.738505747126446
better split found on 0 at formation with mse=49.80603448275862
better split found on 1 at 110 with mse=45.94117647058823
better split found on 1 at 115 with mse=45.763671875
better split found on 3 at 8000 with mse=24.87464285714286
better split found on 0 at burroughs with mse=23.590303030303033
better split found on 0 at cdc with mse=23.573333333333334
better split found on 0 at dec with mse=21.62121212121212
better split found on 0 at formation with mse=14.443636363636362
better split found on 1 at 105 with mse=13.769333333333336
better split found on 1 at 110 with mse=12.594285714285714
better split found on 1 at 115 with mse=10.652307692307694
better split found on 0 at burroughs with mse=8.90909090909091
better split found on 0 at cdc with mse=8.636363636363637
better split found on 0 at hp with mse=3.1818181818181808
better split found on 0 at burroughs with mse=3.463636363636363
better split found on 0 at cdc with mse=3.3090909090909095
better split found on 0 at ipl with mse=3.1111111111111107
better split found on 0 at nas with mse=2.8080808080808084
better split found on 1 at 56 with mse=2.121212121212121
better split found on 4 at 8 with mse=2.003030303030303
better split found on 0 at burroughs with mse=3.0
better split found on 1 at 56 with mse=3.0
better split found on 2 at 2000 with mse=1.4583333333333333
better split found on 0 at cdc with mse=1.5
better split found on 0 at ipl with mse=1.125
better split found on 0 at ncr with mse=0.0
better split found on 1 at 50 with mse=0.0
better split found on 4 at 0 with mse=0.0
better split found on 6 at 6 with mse=0.0
data [['burroughs' 110 3100 6200 0 6 64 45]
 ['ncr' 56 4000 8000 0 1 8 47]] 
has less than 3 samples, prune subtree
better split found on 0 at magnuson with mse=0.39999999999999997
better split found on 1 at 72 with mse=0.15000000000000002
better split found on 5 at 3 with mse=0.1
better split found on 6 at 6 with mse=0.1
data [['siemens' 105 2000 8000 16 4 14 47]
 ['nas' 72 2000 8000 16 6 8 48]] 
has less than 3 samples, prune subtree
better split found on 0 at burroughs with mse=12.080419580419578
better split found on 0 at dg with mse=11.307692307692308
better split found on 0 at formation with mse=5.353846153846154
better split found on 1 at 400 with mse=5.353846153846154
better split found on 2 at 256 with mse=5.353846153846154
better split found on 2 at 512 with mse=4.2153846153846155
better split found on 0 at dec with mse=0.4
